Current_Residence_State,Current_Residence_County,Current_Residence_County_Population_1_Year_and_Over,Current_Residence_County_Nonmovers,Current_Residence_Movers_within_United_States,Current_Residence_Movers_within_Same_County,Current_Residence_Movers_from_Different_County_Same_State,Current_Residence_Movers_from_Different_State,Current_Residence_Movers_from_Abroad,Previous_Residence_State/U.S._Island_Area/Foreign_Region,Previous_Residence_County,Previous_Residence_County_Population_1_Year_and_Over,Previous_Residence_County_Nonmovers,Previous_Residence_Movers_within_United_States_or_Puerto_Rico,Previous_Residence_Movers_within_Same_County,Previous_Residence_Movers_within_Different_County_Same_State,Previous_Residence_Movers_within_Different_State,Previous_Residence_Movers_to_Puerto_Rico,Movers_in_County_to_County_Flow,Current_Residence_County_State,Previous_Residence_County_State
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Illinois,Cook County,5186144,4486555,699293,483728,81192,134373,296,13,"Baldwin County, Alabama","Cook County, Illinois"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Illinois,DuPage County,926175,809644,116531,55774,35859,24898,,101,"Baldwin County, Alabama","DuPage County, Illinois"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Illinois,Grundy County,51136,44887,6249,2673,2699,877,,34,"Baldwin County, Alabama","Grundy County, Illinois"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Illinois,St. Clair County,260633,225758,34875,18118,5519,11238,,37,"Baldwin County, Alabama","St. Clair County, Illinois"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Indiana,Bartholomew County,80199,67937,12262,7413,3099,1750,,35,"Baldwin County, Alabama","Bartholomew County, Indiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Indiana,Floyd County,77235,67833,9402,4173,2975,2254,,16,"Baldwin County, Alabama","Floyd County, Indiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Indiana,Hamilton County,315268,273477,41791,20583,11606,9602,,24,"Baldwin County, Alabama","Hamilton County, Indiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Indiana,Hancock County,74409,65293,9116,4402,3740,974,,78,"Baldwin County, Alabama","Hancock County, Indiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Indiana,Johnson County,149921,128755,21166,10999,7195,2972,,59,"Baldwin County, Alabama","Johnson County, Indiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Indiana,St. Joseph County,264823,230116,34707,20918,5586,8203,,14,"Baldwin County, Alabama","St. Joseph County, Indiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Indiana,Wayne County,65330,55899,9431,6372,1742,1317,,8,"Baldwin County, Alabama","Wayne County, Indiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Iowa,Pottawattamie County,92830,80507,12323,6478,1829,4016,,65,"Baldwin County, Alabama","Pottawattamie County, Iowa"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Kansas,Johnson County,580018,493363,86655,51387,12214,23054,,38,"Baldwin County, Alabama","Johnson County, Kansas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Kentucky,Barren County,43433,36707,6726,3850,2435,441,,33,"Baldwin County, Alabama","Barren County, Kentucky"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Kentucky,Carter County,27087,24335,2752,1311,1018,423,,14,"Baldwin County, Alabama","Carter County, Kentucky"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Kentucky,Fulton County,6263,5018,1245,473,169,603,,10,"Baldwin County, Alabama","Fulton County, Kentucky"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Kentucky,Hickman County,4625,4233,392,144,141,107,,5,"Baldwin County, Alabama","Hickman County, Kentucky"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Kentucky,Hopkins County,45298,38794,6504,4168,1328,1008,,104,"Baldwin County, Alabama","Hopkins County, Kentucky"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Kentucky,Jefferson County,760047,640703,119284,83434,15284,20566,60,25,"Baldwin County, Alabama","Jefferson County, Kentucky"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Kentucky,Knox County,32022,28735,3287,1242,1540,505,,2,"Baldwin County, Alabama","Knox County, Kentucky"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Kentucky,Ohio County,23879,21472,2407,1368,840,199,,3,"Baldwin County, Alabama","Ohio County, Kentucky"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Kentucky,Woodford County,26048,22510,3538,1684,1382,472,,1,"Baldwin County, Alabama","Woodford County, Kentucky"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Louisiana,Avoyelles Parish,40090,35434,4656,3012,1383,261,,38,"Baldwin County, Alabama","Avoyelles Parish, Louisiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Louisiana,East Baton Rouge Parish,436140,366221,69892,47524,12850,9518,27,38,"Baldwin County, Alabama","East Baton Rouge Parish, Louisiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Louisiana,Jefferson Parish,429625,381323,48302,27535,13237,7530,,8,"Baldwin County, Alabama","Jefferson Parish, Louisiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Louisiana,St. Tammany Parish,254222,221265,32957,18467,6388,8102,,13,"Baldwin County, Alabama","St. Tammany Parish, Louisiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Louisiana,Vermilion Parish,58126,51374,6752,4609,1162,981,,22,"Baldwin County, Alabama","Vermilion Parish, Louisiana"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Maryland,Anne Arundel County,560635,481055,79553,41518,16014,22021,27,4,"Baldwin County, Alabama","Anne Arundel County, Maryland"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Maryland,Baltimore County,817566,720300,97252,53911,26046,17295,14,13,"Baldwin County, Alabama","Baltimore County, Maryland"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Maryland,Frederick County,247069,217864,29205,15476,6498,7231,,6,"Baldwin County, Alabama","Frederick County, Maryland"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Maryland,Harford County,249250,221751,27480,14659,7007,5814,19,9,"Baldwin County, Alabama","Harford County, Maryland"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Maryland,Montgomery County,1023298,882547,140713,81089,20139,39485,38,26,"Baldwin County, Alabama","Montgomery County, Maryland"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Maryland,Worcester County,50677,44350,6327,4004,857,1466,,9,"Baldwin County, Alabama","Worcester County, Maryland"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Massachusetts,Norfolk County,689482,613465,76003,30059,28069,17875,14,21,"Baldwin County, Alabama","Norfolk County, Massachusetts"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Michigan,Berrien County,152624,130533,22090,13249,4639,4202,1,32,"Baldwin County, Alabama","Berrien County, Michigan"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Michigan,Calhoun County,133319,113763,19556,12185,4795,2576,,38,"Baldwin County, Alabama","Calhoun County, Michigan"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Michigan,Charlevoix County,25918,23152,2766,1310,1057,399,,8,"Baldwin County, Alabama","Charlevoix County, Michigan"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Michigan,Genesee County,408950,349372,59578,39851,12994,6733,,25,"Baldwin County, Alabama","Genesee County, Michigan"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Michigan,Kent County,636990,537629,99361,67907,21038,10416,,31,"Baldwin County, Alabama","Kent County, Michigan"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Michigan,Mason County,28609,25370,3239,1869,980,390,,29,"Baldwin County, Alabama","Mason County, Michigan"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Michigan,Wayne County,1741309,1513932,227318,158085,45957,23276,59,12,"Baldwin County, Alabama","Wayne County, Michigan"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Mississippi,Clay County,19685,17654,2031,1147,506,378,,4,"Baldwin County, Alabama","Clay County, Mississippi"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Mississippi,DeSoto County,174766,151619,23147,13755,3111,6281,,49,"Baldwin County, Alabama","DeSoto County, Mississippi"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Mississippi,Harrison County,195835,159423,36412,21984,4931,9497,,53,"Baldwin County, Alabama","Harrison County, Mississippi"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Mississippi,Hinds County,237360,197285,40075,25944,8135,5996,,53,"Baldwin County, Alabama","Hinds County, Mississippi"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Mississippi,Jackson County,142655,123059,19596,11574,4143,3879,,15,"Baldwin County, Alabama","Jackson County, Mississippi"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Mississippi,Rankin County,149051,128894,20157,10751,5885,3521,,73,"Baldwin County, Alabama","Rankin County, Mississippi"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Mississippi,Stone County,18579,16429,2150,742,1181,227,,9,"Baldwin County, Alabama","Stone County, Mississippi"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Mississippi,Sunflower County,26255,22769,3486,1378,1611,497,,2,"Baldwin County, Alabama","Sunflower County, Mississippi"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Missouri,Greene County,284065,232562,51503,31713,11910,7880,,79,"Baldwin County, Alabama","Greene County, Missouri"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Missouri,St. Louis County,981923,845199,136724,83378,29055,24291,,84,"Baldwin County, Alabama","St. Louis County, Missouri"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Nevada,Clark County,2118388,1765401,352974,277262,8124,67588,13,30,"Baldwin County, Alabama","Clark County, Nevada"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,New York,Genesee County,57671,51393,6278,3422,1652,1204,,37,"Baldwin County, Alabama","Genesee County, New York"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,New York,Oswego County,116218,99886,16332,10581,4029,1722,,12,"Baldwin County, Alabama","Oswego County, New York"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,New York,Saratoga County,222708,198693,24015,11539,6998,5478,,58,"Baldwin County, Alabama","Saratoga County, New York"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,North Carolina,Jackson County,40360,35001,5359,2541,1782,1036,,16,"Baldwin County, Alabama","Jackson County, North Carolina"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,North Carolina,Mecklenburg County,1049437,871881,177345,108095,32734,36516,211,52,"Baldwin County, Alabama","Mecklenburg County, North Carolina"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,North Carolina,Orange County,139398,110946,28452,12398,9915,6139,,43,"Baldwin County, Alabama","Orange County, North Carolina"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,North Carolina,Sampson County,61472,54521,6947,4533,2153,261,4,4,"Baldwin County, Alabama","Sampson County, North Carolina"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Ohio,Cuyahoga County,1238075,1046267,191682,136115,32729,22838,126,7,"Baldwin County, Alabama","Cuyahoga County, Ohio"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Ohio,Greene County,159063,135701,23362,10128,8769,4465,,19,"Baldwin County, Alabama","Greene County, Ohio"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Ohio,Lucas County,424908,355603,69305,49894,10729,8682,,39,"Baldwin County, Alabama","Lucas County, Ohio"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Ohio,Ross County,75573,65121,10452,6832,3197,423,,7,"Baldwin County, Alabama","Ross County, Ohio"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Ohio,Tuscarawas County,90504,78276,12228,8269,2883,1076,,18,"Baldwin County, Alabama","Tuscarawas County, Ohio"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Ohio,Warren County,225054,196844,28155,11392,11832,4931,55,63,"Baldwin County, Alabama","Warren County, Ohio"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Oklahoma,Canadian County,136829,120165,16664,7869,6028,2767,,53,"Baldwin County, Alabama","Canadian County, Oklahoma"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Oklahoma,Delaware County,42124,37095,5029,2466,1283,1280,,15,"Baldwin County, Alabama","Delaware County, Oklahoma"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Oklahoma,Stephens County,44256,37138,7118,4121,1964,1033,,29,"Baldwin County, Alabama","Stephens County, Oklahoma"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Pennsylvania,Montgomery County,815464,727365,88065,44466,27930,15669,34,97,"Baldwin County, Alabama","Montgomery County, Pennsylvania"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Pennsylvania,Somerset County,73964,67195,6769,3677,2395,697,,22,"Baldwin County, Alabama","Somerset County, Pennsylvania"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Rhode Island,Newport County,80347,68912,11398,3864,1737,5797,37,192,"Baldwin County, Alabama","Newport County, Rhode Island"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,South Carolina,Beaufort County,182564,155343,27221,13408,3277,10536,,33,"Baldwin County, Alabama","Beaufort County, South Carolina"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,South Carolina,Greenwood County,69844,62192,7652,4238,2510,904,,8,"Baldwin County, Alabama","Greenwood County, South Carolina"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,South Dakota,Meade County,26026,22463,3563,1187,1148,1228,,12,"Baldwin County, Alabama","Meade County, South Dakota"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Tennessee,Bedford County,49144,42464,6680,3337,2516,827,,94,"Baldwin County, Alabama","Bedford County, Tennessee"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Tennessee,Blount County,130269,116953,13316,6692,4937,1687,,33,"Baldwin County, Alabama","Blount County, Tennessee"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Tennessee,Maury County,90250,78900,11350,5284,3975,2091,,25,"Baldwin County, Alabama","Maury County, Tennessee"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Tennessee,Rutherford County,304647,259248,45399,26892,11669,6838,,14,"Baldwin County, Alabama","Rutherford County, Tennessee"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Tennessee,Shelby County,927141,787186,139939,100257,8676,31006,16,121,"Baldwin County, Alabama","Shelby County, Tennessee"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Tennessee,Sumner County,178339,156172,22167,12148,6807,3212,,60,"Baldwin County, Alabama","Sumner County, Tennessee"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Texas,Bastrop County,81441,71761,9680,4091,4298,1291,,46,"Baldwin County, Alabama","Bastrop County, Texas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Texas,Bell County,332970,258014,74923,44604,13310,17009,33,12,"Baldwin County, Alabama","Bell County, Texas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Texas,Bexar County,1909872,1606174,303551,217134,48790,37627,147,16,"Baldwin County, Alabama","Bexar County, Texas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Texas,Collin County,948338,820049,128191,64393,44065,19733,98,116,"Baldwin County, Alabama","Collin County, Texas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Texas,Dallas County,2569286,2170422,398804,257454,100567,40783,60,56,"Baldwin County, Alabama","Dallas County, Texas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Texas,Denton County,789998,671882,118078,65371,37905,14802,38,30,"Baldwin County, Alabama","Denton County, Texas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Texas,Ellis County,170739,150449,20290,11715,7045,1530,,21,"Baldwin County, Alabama","Ellis County, Texas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Texas,Harris County,4537725,3848341,689176,507243,116720,65213,208,25,"Baldwin County, Alabama","Harris County, Texas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Texas,McLennan County,242349,200191,42158,29254,10457,2447,,30,"Baldwin County, Alabama","McLennan County, Texas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Texas,Orange County,82658,69483,13175,9188,2717,1270,,20,"Baldwin County, Alabama","Orange County, Texas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Texas,Polk County,47465,40323,7142,3600,2782,760,,13,"Baldwin County, Alabama","Polk County, Texas"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Utah,Washington County,162282,138729,23553,12402,5489,5662,,6,"Baldwin County, Alabama","Washington County, Utah"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Virginia,Fairfax County,1129412,966584,162757,75238,41502,46017,71,52,"Baldwin County, Alabama","Fairfax County, Virginia"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Virginia,Alexandria city,153090,122783,30298,10641,9735,9922,9,98,"Baldwin County, Alabama","Alexandria city, Virginia"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Virginia,Chesapeake city,235566,202478,33088,11211,12671,9206,,24,"Baldwin County, Alabama","Chesapeake city, Virginia"
Alabama,Baldwin County,210908,186155,24011,13004,4947,6060,742,Virginia,Lynchburg city,76107,62527,13580,7010,4473,2097,,36,"Baldwin County, Alabama","Lynchburg city, Virginia"
