State,County,County and State,2015 Population,2019 Population,Net Migration 2015-19,% Change Due to Migration
Georgia,Bartow County,"Bartow County, Georgia",102043,107738,-367.0,-0.0035965230344070635
Georgia,Ben Hill County,"Ben Hill County, Georgia",17357,16700,-255.0,-0.014691478942213516
Georgia,Berrien County,"Berrien County, Georgia",18991,19397,-93.0,-0.00489705650044758
Georgia,Bibb County,"Bibb County, Georgia",153945,153159,3621.0,0.02352138750852577
Georgia,Bleckley County,"Bleckley County, Georgia",12714,12873,371.0,0.02918043102092182
Georgia,Brantley County,"Brantley County, Georgia",18437,19109,-48.0,-0.002603460432825297
Georgia,Brooks County,"Brooks County, Georgia",15670,15457,169.0,0.010784939374601149
Georgia,Bryan County,"Bryan County, Georgia",34792,39627,-689.0,-0.019803403081168083
Georgia,Bulloch County,"Bulloch County, Georgia",73116,79608,4252.0,0.05815416598282182
Georgia,Burke County,"Burke County, Georgia",22632,22383,-518.0,-0.022887946270767054
Georgia,Butts County,"Butts County, Georgia",23520,24936,-61.0,-0.0025935374149659864
Georgia,Calhoun County,"Calhoun County, Georgia",6534,6189,505.0,0.07728803183348638
Georgia,Camden County,"Camden County, Georgia",52439,54666,888.0,0.016933961364633193
Georgia,Candler County,"Candler County, Georgia",10873,10803,-152.0,-0.013979582451945185
Georgia,Carroll County,"Carroll County, Georgia",114461,119992,3653.0,0.03191480067446554
Georgia,Catoosa County,"Catoosa County, Georgia",65778,67580,457.0,0.00694761166347411
Georgia,Charlton County,"Charlton County, Georgia",13239,13392,173.0,0.013067452224488255
Georgia,Chatham County,"Chatham County, Georgia",285959,289430,4085.0,0.014285264670809452
Georgia,Chattahoochee County,"Chattahoochee County, Georgia",11042,10907,-1784.0,-0.16156493388878826
Georgia,Chattooga County,"Chattooga County, Georgia",24905,24789,-353.0,-0.014173860670548082
Georgia,Cherokee County,"Cherokee County, Georgia",235329,258773,-950.0,-0.004036901529348274
Georgia,Clarke County,"Clarke County, Georgia",123561,128331,9405.0,0.07611625027314443
Georgia,Clay County,"Clay County, Georgia",3077,2834,-57.0,-0.018524536886577837
Georgia,Clayton County,"Clayton County, Georgia",272720,292256,3488.0,0.012789674391317101
Georgia,Clinch County,"Clinch County, Georgia",6826,6618,-195.0,-0.02856724289481395
Georgia,Cobb County,"Cobb County, Georgia",739052,760141,2053.0,0.002777883017703761
Georgia,Coffee County,"Coffee County, Georgia",42987,43273,-556.0,-0.012934142880405704
Georgia,Colquitt County,"Colquitt County, Georgia",45466,45600,865.0,0.019025205648176658
Georgia,Columbia County,"Columbia County, Georgia",143837,156714,-1326.0,-0.00921876846708427
Georgia,Cook County,"Cook County, Georgia",17070,17270,-322.0,-0.01886350322202695
Georgia,Coweta County,"Coweta County, Georgia",138145,148509,204.0,0.0014767092547685403
Georgia,Crawford County,"Crawford County, Georgia",12354,12404,-83.0,-0.006718471750040473
Georgia,Crisp County,"Crisp County, Georgia",22959,22372,-218.0,-0.009495187072607691
Georgia,Dade County,"Dade County, Georgia",16162,16116,549.0,0.03396856824650415
Georgia,Dawson County,"Dawson County, Georgia",23369,26108,169.0,0.007231802815696007
Georgia,Decatur County,"Decatur County, Georgia",27049,26404,144.0,0.005323671854782062
Georgia,DeKalb County,"DeKalb County, Georgia",734434,759297,-2128.0,-0.0028974693437395327
Georgia,Dodge County,"Dodge County, Georgia",21142,20605,566.0,0.026771355595497114
Georgia,Dooly County,"Dooly County, Georgia",14034,13390,518.0,0.036910360552942854
Georgia,Dougherty County,"Dougherty County, Georgia",91513,87956,211.0,0.002305683345535607
Georgia,Douglas County,"Douglas County, Georgia",140173,146343,1134.0,0.008090003067637847
Georgia,Early County,"Early County, Georgia",10462,10190,-213.0,-0.020359395909004013
Georgia,Echols County,"Echols County, Georgia",4030,4006,30.0,0.007444168734491315
Georgia,Effingham County,"Effingham County, Georgia",57076,64296,-96.0,-0.0016819679024458617
Georgia,Elbert County,"Elbert County, Georgia",19302,19194,440.0,0.02279556522640141
Georgia,Emanuel County,"Emanuel County, Georgia",22471,22646,580.0,0.025811045347336567
Georgia,Evans County,"Evans County, Georgia",10690,10654,-175.0,-0.01637043966323667
Georgia,Fannin County,"Fannin County, Georgia",24442,26188,1063.0,0.043490712707634396
Georgia,Fayette County,"Fayette County, Georgia",110141,114421,-1708.0,-0.015507395066324075
Georgia,Floyd County,"Floyd County, Georgia",96186,98498,-20.0,-0.00020793046805148358
Georgia,Forsyth County,"Forsyth County, Georgia",211250,244252,3150.0,0.014911242603550296
Georgia,Franklin County,"Franklin County, Georgia",22267,23349,-351.0,-0.01576323707728926
Georgia,Fulton County,"Fulton County, Georgia",1005127,1063937,-11683.0,-0.01162340679337039
Georgia,Gilmer County,"Gilmer County, Georgia",29514,31369,1130.0,0.03828691468455648
Georgia,Glascock County,"Glascock County, Georgia",3020,2971,-86.0,-0.02847682119205298
Georgia,Glynn County,"Glynn County, Georgia",83311,85292,1019.0,0.01223127798249931
Georgia,Gordon County,"Gordon County, Georgia",56324,57963,-742.0,-0.013173780271287551
Georgia,Grady County,"Grady County, Georgia",25089,24633,299.0,0.011917573438558732
Georgia,Greene County,"Greene County, Georgia",16617,18324,174.0,0.010471204188481676
Georgia,Gwinnett County,"Gwinnett County, Georgia",888494,936250,-453.0,-0.0005098515015295545
Georgia,Habersham County,"Habersham County, Georgia",43792,45328,974.0,0.02224150529777128
Georgia,Hall County,"Hall County, Georgia",192245,204441,2946.0,0.015324195687794221
Georgia,Hancock County,"Hancock County, Georgia",8578,8457,417.0,0.04861273024014922
Georgia,Haralson County,"Haralson County, Georgia",28702,29792,549.0,0.019127586927740227
Georgia,Harris County,"Harris County, Georgia",33155,35236,-10.0,-0.0003016136329362087
Georgia,Hart County,"Hart County, Georgia",25410,26205,-77.0,-0.0030303030303030303
Georgia,Heard County,"Heard County, Georgia",11556,11923,518.0,0.044825199030806506
Georgia,Henry County,"Henry County, Georgia",216414,234561,3115.0,0.014393708355282005
Georgia,Houston County,"Houston County, Georgia",149323,157863,766.0,0.005129819250885664
Georgia,Irwin County,"Irwin County, Georgia",9135,9416,-299.0,-0.032731253420908595
Georgia,Jackson County,"Jackson County, Georgia",63418,72977,441.0,0.006953861679649311
Georgia,Jasper County,"Jasper County, Georgia",13683,14219,-266.0,-0.019440181246802603
Georgia,Jeff Davis County,"Jeff Davis County, Georgia",15013,15115,-132.0,-0.008792379937387598
Georgia,Jefferson County,"Jefferson County, Georgia",15917,15362,36.0,0.002261732738581391
Georgia,Jenkins County,"Jenkins County, Georgia",8899,8676,-478.0,-0.053713900438251486
Georgia,Johnson County,"Johnson County, Georgia",9708,9643,0.0,0.0
Georgia,Jones County,"Jones County, Georgia",28441,28735,-1088.0,-0.03825463239689181
Georgia,Lamar County,"Lamar County, Georgia",18236,19077,759.0,0.04162096951085764
Georgia,Lanier County,"Lanier County, Georgia",10269,10423,113.0,0.011003992599084623
Georgia,Laurens County,"Laurens County, Georgia",47486,47546,-1293.0,-0.02722907804405509
Georgia,Lee County,"Lee County, Georgia",29173,29992,-152.0,-0.0052102971926096045
Georgia,Liberty County,"Liberty County, Georgia",61611,61435,103.0,0.0016717793900439856
Georgia,Lincoln County,"Lincoln County, Georgia",7722,7921,222.0,0.028749028749028748
Georgia,Long County,"Long County, Georgia",17658,19559,1479.0,0.08375806999660211
Georgia,Lowndes County,"Lowndes County, Georgia",113342,117406,-36.0,-0.0003176227700234688
Georgia,Lumpkin County,"Lumpkin County, Georgia",31285,33610,1054.0,0.0336902669010708
Georgia,McDuffie County,"McDuffie County, Georgia",21462,21312,622.0,0.028981455595937004
Georgia,McIntosh County,"McIntosh County, Georgia",14031,14378,-243.0,-0.01731879409878127
Georgia,Macon County,"Macon County, Georgia",13688,12947,-17.0,-0.0012419637638807716
Georgia,Madison County,"Madison County, Georgia",28419,29880,707.0,0.02487772265033956
Georgia,Marion County,"Marion County, Georgia",8558,8359,-194.0,-0.022668847861649917
Georgia,Meriwether County,"Meriwether County, Georgia",21173,21167,-371.0,-0.017522316157370234
Georgia,Miller County,"Miller County, Georgia",5848,5718,-39.0,-0.0066689466484268125
Georgia,Mitchell County,"Mitchell County, Georgia",22449,21863,192.0,0.00855271949752773
Georgia,Monroe County,"Monroe County, Georgia",26708,27578,218.0,0.008162348360041935
Georgia,Montgomery County,"Montgomery County, Georgia",8942,9172,-120.0,-0.013419816595839858
Georgia,Morgan County,"Morgan County, Georgia",17948,19276,-677.0,-0.0377200802317807
